"","metacell","color","cell_type"
"1510","1510","#C594BF","Early nascent mesoderm"
"1511","1511","#C594BF","Early nascent mesoderm"
"1512","1512","#1AA2EB","Somitic mesoderm"
"1513","1513","#408DA1","Paraxial mesoderm"
"1514","1514","#DFCDE4","Late nascent mesoderm"
"1515","1515","#1AA2EB","Somitic mesoderm"
"1516","1516","#DFCDE4","Late nascent mesoderm"
"1517","1517","#1AA2EB","Somitic mesoderm"
"1518","1518","#C594BF","Early nascent mesoderm"
"1519","1519","#DFCDE4","Late nascent mesoderm"
"1520","1520","#53f1fc","Cardiopharyngeal mesoderm"
"1521","1521","#C594BF","Early nascent mesoderm"
"1522","1522","#C594BF","Early nascent mesoderm"
"1523","1523","#408DA1","Paraxial mesoderm"
"1524","1524","#1AA2EB","Somitic mesoderm"
"1525","1525","#DFCDE4","Late nascent mesoderm"
"1526","1526","#C594BF","Early nascent mesoderm"
"1527","1527","#53f1fc","Cardiopharyngeal mesoderm"
"1528","1528","#1AA2EB","Somitic mesoderm"
"1529","1529","#408DA1","Paraxial mesoderm"
"1530","1530","#8DB5CE","Rostral mesoderm"
"1531","1531","#C594BF","Early nascent mesoderm"
"1532","1532","#53f1fc","Cardiopharyngeal mesoderm"
"1533","1533","#DFCDE4","Late nascent mesoderm"
"1534","1534","#DFCDE4","Late nascent mesoderm"
"1535","1535","#408DA1","Paraxial mesoderm"
"1536","1536","#408DA1","Paraxial mesoderm"
"1537","1537","#C594BF","Early nascent mesoderm"
"1538","1538","#FBBE92","Haematoendothelial progenitors"
"1539","1539","#C594BF","Early nascent mesoderm"
"1540","1540","#C594BF","Early nascent mesoderm"
"1541","1541","#53f1fc","Cardiopharyngeal mesoderm"
"1542","1542","#DFCDE4","Late nascent mesoderm"
"1543","1543","#408DA1","Paraxial mesoderm"
"1544","1544","#8DB5CE","Rostral mesoderm"
"1545","1545","#53f1fc","Cardiopharyngeal mesoderm"
"1546","1546","#DFCDE4","Late nascent mesoderm"
"1547","1547","#53f1fc","Cardiopharyngeal mesoderm"
"1548","1548","#408DA1","Paraxial mesoderm"
"1549","1549","#408DA1","Paraxial mesoderm"
"1550","1550","#8DB5CE","Rostral mesoderm"
"1551","1551","#8DB5CE","Rostral mesoderm"
"1552","1552","#C594BF","Early nascent mesoderm"
"1553","1553","#8DB5CE","Rostral mesoderm"
"1554","1554","#C594BF","Early nascent mesoderm"
"1555","1555","#8DB5CE","Rostral mesoderm"
"1556","1556","#DFCDE4","Late nascent mesoderm"
"1557","1557","#408DA1","Paraxial mesoderm"
"1558","1558","#53f1fc","Cardiopharyngeal mesoderm"
"1559","1559","#53f1fc","Cardiopharyngeal mesoderm"
"1560","1560","#C594BF","Early nascent mesoderm"
"1561","1561","#C594BF","Early nascent mesoderm"
"1562","1562","#8DB5CE","Rostral mesoderm"
"1563","1563","#408DA1","Paraxial mesoderm"
"1564","1564","#C594BF","Early nascent mesoderm"
"1565","1565","#C594BF","Early nascent mesoderm"
"1566","1566","#408DA1","Paraxial mesoderm"
"1567","1567","#C594BF","Early nascent mesoderm"
"1568","1568","#53f1fc","Cardiopharyngeal mesoderm"
"1569","1569","#C594BF","Early nascent mesoderm"
"1570","1570","#53f1fc","Cardiopharyngeal mesoderm"
"1571","1571","#C594BF","Early nascent mesoderm"
"1572","1572","#DFCDE4","Late nascent mesoderm"
"1573","1573","#A8DBF7","Presomitic mesoderm"
"1574","1574","#C594BF","Early nascent mesoderm"
"1575","1575","#408DA1","Paraxial mesoderm"
"1576","1576","#408DA1","Paraxial mesoderm"
"1577","1577","#DFCDE4","Late nascent mesoderm"
"1578","1578","#408DA1","Paraxial mesoderm"
"1579","1579","#DFCDE4","Late nascent mesoderm"
"1580","1580","#DFCDE4","Late nascent mesoderm"
"1581","1581","#53f1fc","Cardiopharyngeal mesoderm"
"1582","1582","#A8DBF7","Presomitic mesoderm"
"1583","1583","#DFCDE4","Late nascent mesoderm"
"1584","1584","#A8DBF7","Presomitic mesoderm"
"1585","1585","#C594BF","Early nascent mesoderm"
"1586","1586","#53f1fc","Cardiopharyngeal mesoderm"
"1587","1587","#53f1fc","Cardiopharyngeal mesoderm"
"1588","1588","#DFCDE4","Late nascent mesoderm"
"1589","1589","#408DA1","Paraxial mesoderm"
"1590","1590","#408DA1","Paraxial mesoderm"
"1591","1591","#DFCDE4","Late nascent mesoderm"
"1592","1592","#1AA2EB","Somitic mesoderm"
"1593","1593","#C594BF","Early nascent mesoderm"
"1594","1594","#C594BF","Early nascent mesoderm"
"1595","1595","#C594BF","Early nascent mesoderm"
"1596","1596","#8DB5CE","Rostral mesoderm"
"1597","1597","#C594BF","Early nascent mesoderm"
"1598","1598","#A8DBF7","Presomitic mesoderm"
"1599","1599","#DFCDE4","Late nascent mesoderm"
"1600","1600","#C594BF","Early nascent mesoderm"
"1601","1601","#DFCDE4","Late nascent mesoderm"
"1602","1602","#408DA1","Paraxial mesoderm"
"1603","1603","#53f1fc","Cardiopharyngeal mesoderm"
"1604","1604","#408DA1","Paraxial mesoderm"
"1605","1605","#408DA1","Paraxial mesoderm"
"1606","1606","#408DA1","Paraxial mesoderm"
"1607","1607","#DFCDE4","Late nascent mesoderm"
"1608","1608","#C594BF","Early nascent mesoderm"
"1609","1609","#408DA1","Paraxial mesoderm"
"1610","1610","#53f1fc","Cardiopharyngeal mesoderm"
"1611","1611","#C594BF","Early nascent mesoderm"
"1612","1612","#45d1c5","Lateral & intermediate mesoderm"
"1613","1613","#8DB5CE","Rostral mesoderm"
"1614","1614","#408DA1","Paraxial mesoderm"
"1615","1615","#408DA1","Paraxial mesoderm"
"1616","1616","#8DB5CE","Rostral mesoderm"
"1617","1617","#DFCDE4","Late nascent mesoderm"
"1618","1618","#DFCDE4","Late nascent mesoderm"
"1619","1619","#A8DBF7","Presomitic mesoderm"
"1620","1620","#DFCDE4","Late nascent mesoderm"
"1621","1621","#C594BF","Early nascent mesoderm"
"1622","1622","#C594BF","Early nascent mesoderm"
"1623","1623","#1AA2EB","Somitic mesoderm"
"1624","1624","#1AA2EB","Somitic mesoderm"
"1625","1625","#408DA1","Paraxial mesoderm"
"1626","1626","#8DB5CE","Rostral mesoderm"
"1627","1627","#DFCDE4","Late nascent mesoderm"
"1628","1628","#C594BF","Early nascent mesoderm"
"1629","1629","#53f1fc","Cardiopharyngeal mesoderm"
"1630","1630","#408DA1","Paraxial mesoderm"
"1631","1631","#1AA2EB","Somitic mesoderm"
"1632","1632","#C594BF","Early nascent mesoderm"
"1633","1633","#C594BF","Early nascent mesoderm"
"1634","1634","#C594BF","Early nascent mesoderm"
"1635","1635","#8DB5CE","Rostral mesoderm"
"1636","1636","#53f1fc","Cardiopharyngeal mesoderm"
"1637","1637","#8DB5CE","Rostral mesoderm"
"1638","1638","#C594BF","Early nascent mesoderm"
"1639","1639","#1AA2EB","Somitic mesoderm"
"1640","1640","#53f1fc","Cardiopharyngeal mesoderm"
"1641","1641","#408DA1","Paraxial mesoderm"
"1642","1642","#408DA1","Paraxial mesoderm"
"1643","1643","#DFCDE4","Late nascent mesoderm"
"1644","1644","#53f1fc","Cardiopharyngeal mesoderm"
"1645","1645","#C594BF","Early nascent mesoderm"
"1646","1646","#DFCDE4","Late nascent mesoderm"
"1647","1647","#C594BF","Early nascent mesoderm"
"1648","1648","#C594BF","Early nascent mesoderm"
"1649","1649","#DFCDE4","Late nascent mesoderm"
"1650","1650","#53f1fc","Cardiopharyngeal mesoderm"
"1651","1651","#8DB5CE","Rostral mesoderm"
"1652","1652","#408DA1","Paraxial mesoderm"
"1653","1653","#8DB5CE","Rostral mesoderm"
"1654","1654","#C594BF","Early nascent mesoderm"
"1655","1655","#408DA1","Paraxial mesoderm"
"1656","1656","#C594BF","Early nascent mesoderm"
"1657","1657","#53f1fc","Cardiopharyngeal mesoderm"
"1658","1658","#53f1fc","Cardiopharyngeal mesoderm"
"1659","1659","#DFCDE4","Late nascent mesoderm"
"1660","1660","#DFCDE4","Late nascent mesoderm"
"1661","1661","#DFCDE4","Late nascent mesoderm"
"1662","1662","#53f1fc","Cardiopharyngeal mesoderm"
"1663","1663","#C594BF","Early nascent mesoderm"
"1664","1664","#DFCDE4","Late nascent mesoderm"
"1665","1665","#408DA1","Paraxial mesoderm"
"1666","1666","#408DA1","Paraxial mesoderm"
"1667","1667","#408DA1","Paraxial mesoderm"
"1668","1668","#53f1fc","Cardiopharyngeal mesoderm"
"1669","1669","#1AA2EB","Somitic mesoderm"
"1670","1670","#1AA2EB","Somitic mesoderm"
"1671","1671","#408DA1","Paraxial mesoderm"
"1672","1672","#408DA1","Paraxial mesoderm"
"1673","1673","#C594BF","Early nascent mesoderm"
"1674","1674","#53f1fc","Cardiopharyngeal mesoderm"
"1675","1675","#C594BF","Early nascent mesoderm"
"1676","1676","#408DA1","Paraxial mesoderm"
"1677","1677","#C594BF","Early nascent mesoderm"
"1678","1678","#1AA2EB","Somitic mesoderm"
"1679","1679","#DFCDE4","Late nascent mesoderm"
"1680","1680","#DFCDE4","Late nascent mesoderm"
"1681","1681","#53f1fc","Cardiopharyngeal mesoderm"
"1682","1682","#1AA2EB","Somitic mesoderm"
"1683","1683","#1AA2EB","Somitic mesoderm"
"1684","1684","#53f1fc","Cardiopharyngeal mesoderm"
"1685","1685","#1AA2EB","Somitic mesoderm"
"1686","1686","#C594BF","Early nascent mesoderm"
"1687","1687","#C594BF","Early nascent mesoderm"
"1688","1688","#53f1fc","Cardiopharyngeal mesoderm"
"1689","1689","#53f1fc","Cardiopharyngeal mesoderm"
"1690","1690","#FBBE92","Haematoendothelial progenitors"
"1691","1691","#408DA1","Paraxial mesoderm"
"1692","1692","#1AA2EB","Somitic mesoderm"
"1693","1693","#C3C388","Neural crest"
"1694","1694","#53f1fc","Cardiopharyngeal mesoderm"
"1695","1695","#45d1c5","Lateral & intermediate mesoderm"
"1696","1696","#53f1fc","Cardiopharyngeal mesoderm"
"1697","1697","#408DA1","Paraxial mesoderm"
"1698","1698","#C594BF","Early nascent mesoderm"
"1699","1699","#C594BF","Early nascent mesoderm"
"1700","1700","#C594BF","Early nascent mesoderm"
"1701","1701","#1a3f52","Caudal mesoderm"
"1702","1702","#DFCDE4","Late nascent mesoderm"
"1703","1703","#1a3f52","Caudal mesoderm"
"1704","1704","#1a3f52","Caudal mesoderm"
"1705","1705","#1a3f52","Caudal mesoderm"
"1706","1706","#45d1c5","Lateral & intermediate mesoderm"
"1707","1707","#9e6762","Caudal epiblast"
"1708","1708","#1a3f52","Caudal mesoderm"
"1709","1709","#FACB12","PGC"
"1710","1710","#1a3f52","Caudal mesoderm"
"1711","1711","#1a3f52","Caudal mesoderm"
"1712","1712","#1a3f52","Caudal mesoderm"
"1713","1713","#1a3f52","Caudal mesoderm"
"1714","1714","#1a3f52","Caudal mesoderm"
"1715","1715","#DFCDE4","Late nascent mesoderm"
"1716","1716","#45d1c5","Lateral & intermediate mesoderm"
"1717","1717","#9e6762","Caudal epiblast"
"1718","1718","#DFCDE4","Late nascent mesoderm"
"1719","1719","#DFCDE4","Late nascent mesoderm"
"1720","1720","#C594BF","Early nascent mesoderm"
"1721","1721","#1a3f52","Caudal mesoderm"
"1722","1722","#9e6762","Caudal epiblast"
"1723","1723","#8870ad","ExE mesoderm"
"1724","1724","#9e6762","Caudal epiblast"
"1725","1725","#45d1c5","Lateral & intermediate mesoderm"
"1726","1726","#703C37","Tail bud - mesoderm"
"1727","1727","#1a3f52","Caudal mesoderm"
"1728","1728","#703C37","Tail bud - mesoderm"
"1729","1729","#1a3f52","Caudal mesoderm"
"1730","1730","#1a3f52","Caudal mesoderm"
"1731","1731","#1a3f52","Caudal mesoderm"
"1732","1732","#1a3f52","Caudal mesoderm"
"1733","1733","#703C37","Tail bud - mesoderm"
"1734","1734","#DFCDE4","Late nascent mesoderm"
"1735","1735","#1a3f52","Caudal mesoderm"
"1736","1736","#DFCDE4","Late nascent mesoderm"
"1737","1737","#DFCDE4","Late nascent mesoderm"
"1738","1738","#1a3f52","Caudal mesoderm"
"1739","1739","#9e6762","Caudal epiblast"
"1740","1740","#703C37","Tail bud - mesoderm"
"1741","1741","#1a3f52","Caudal mesoderm"
"1742","1742","#1a3f52","Caudal mesoderm"
"1743","1743","#C594BF","Early nascent mesoderm"
"1744","1744","#1a3f52","Caudal mesoderm"
"1745","1745","#1a3f52","Caudal mesoderm"
"1746","1746","#1a3f52","Caudal mesoderm"
"1747","1747","#DFCDE4","Late nascent mesoderm"
"1748","1748","#1a3f52","Caudal mesoderm"
"1749","1749","#703C37","Tail bud - mesoderm"
"1750","1750","#703C37","Tail bud - mesoderm"
"1751","1751","#DFCDE4","Late nascent mesoderm"
"1752","1752","#DFCDE4","Late nascent mesoderm"
"1753","1753","#45d1c5","Lateral & intermediate mesoderm"
"1754","1754","#9e6762","Caudal epiblast"
"1755","1755","#9e6762","Caudal epiblast"
"1756","1756","#45d1c5","Lateral & intermediate mesoderm"
"1757","1757","#1a3f52","Caudal mesoderm"
"1758","1758","#DFCDE4","Late nascent mesoderm"
"1759","1759","#703C37","Tail bud - mesoderm"
"1760","1760","#9e6762","Caudal epiblast"
"1761","1761","#703C37","Tail bud - mesoderm"
"1762","1762","#1a3f52","Caudal mesoderm"
"1763","1763","#9e6762","Caudal epiblast"
"1764","1764","#8870ad","ExE mesoderm"
"1765","1765","#1a3f52","Caudal mesoderm"
"1766","1766","#408DA1","Paraxial mesoderm"
"1767","1767","#8e7e59","Tail bud - neural"
"1768","1768","#FACB12","PGC"
"1769","1769","#45d1c5","Lateral & intermediate mesoderm"
"1770","1770","#1a3f52","Caudal mesoderm"
"1771","1771","#DFCDE4","Late nascent mesoderm"
"1772","1772","#9e6762","Caudal epiblast"
"1773","1773","#45d1c5","Lateral & intermediate mesoderm"
"1774","1774","#8870ad","ExE mesoderm"
"1775","1775","#1a3f52","Caudal mesoderm"
"1776","1776","#DFCDE4","Late nascent mesoderm"
"1777","1777","#45d1c5","Lateral & intermediate mesoderm"
"1778","1778","#1a3f52","Caudal mesoderm"
"1779","1779","#1a3f52","Caudal mesoderm"
"1780","1780","#DFCDE4","Late nascent mesoderm"
"1781","1781","#9e6762","Caudal epiblast"
"1782","1782","#1a3f52","Caudal mesoderm"
"1783","1783","#9e6762","Caudal epiblast"
"1784","1784","#45d1c5","Lateral & intermediate mesoderm"
"1785","1785","#703C37","Tail bud - mesoderm"
"1786","1786","#f7f79e","Surface ectoderm"
"1787","1787","#9e6762","Caudal epiblast"
"1788","1788","#703C37","Tail bud - mesoderm"
"1789","1789","#DFCDE4","Late nascent mesoderm"
"1790","1790","#1a3f52","Caudal mesoderm"
"1791","1791","#DFCDE4","Late nascent mesoderm"
"1792","1792","#1a3f52","Caudal mesoderm"
"1793","1793","#703C37","Tail bud - mesoderm"
"1794","1794","#45d1c5","Lateral & intermediate mesoderm"
"1795","1795","#DFCDE4","Late nascent mesoderm"
"1796","1796","#1a3f52","Caudal mesoderm"
"1797","1797","#1a3f52","Caudal mesoderm"
"1798","1798","#45d1c5","Lateral & intermediate mesoderm"
"1799","1799","#45d1c5","Lateral & intermediate mesoderm"
"1800","1800","#1a3f52","Caudal mesoderm"
"1801","1801","#1a3f52","Caudal mesoderm"
"1802","1802","#1a3f52","Caudal mesoderm"
"1803","1803","#1a3f52","Caudal mesoderm"
"1804","1804","#45d1c5","Lateral & intermediate mesoderm"
"1805","1805","#1a3f52","Caudal mesoderm"
"1806","1806","#1a3f52","Caudal mesoderm"
"1807","1807","#1a3f52","Caudal mesoderm"
"1808","1808","#45d1c5","Lateral & intermediate mesoderm"
"1809","1809","#45d1c5","Lateral & intermediate mesoderm"
"1810","1810","#DFCDE4","Late nascent mesoderm"
"1811","1811","#703C37","Tail bud - mesoderm"
"1812","1812","#703C37","Tail bud - mesoderm"
"1813","1813","#1a3f52","Caudal mesoderm"
"1814","1814","#1a3f52","Caudal mesoderm"
"1815","1815","#1a3f52","Caudal mesoderm"
"1816","1816","#9e6762","Caudal epiblast"
"1817","1817","#DFCDE4","Late nascent mesoderm"
"1818","1818","#1a3f52","Caudal mesoderm"
"1819","1819","#45d1c5","Lateral & intermediate mesoderm"
"1820","1820","#1a3f52","Caudal mesoderm"
"1821","1821","#9e6762","Caudal epiblast"
"1822","1822","#1a3f52","Caudal mesoderm"
"1823","1823","#1a3f52","Caudal mesoderm"
"1824","1824","#9e6762","Caudal epiblast"
"1825","1825","#8870ad","ExE mesoderm"
"1826","1826","#1a3f52","Caudal mesoderm"
"1827","1827","#DFCDE4","Late nascent mesoderm"
"1828","1828","#1a3f52","Caudal mesoderm"
"1829","1829","#703C37","Tail bud - mesoderm"
"1830","1830","#1a3f52","Caudal mesoderm"
"1831","1831","#703C37","Tail bud - mesoderm"
"1832","1832","#1a3f52","Caudal mesoderm"
"1833","1833","#DFCDE4","Late nascent mesoderm"
"1834","1834","#DFCDE4","Late nascent mesoderm"
"1835","1835","#703C37","Tail bud - mesoderm"
"1836","1836","#1a3f52","Caudal mesoderm"
"1837","1837","#703C37","Tail bud - mesoderm"
"1838","1838","#45d1c5","Lateral & intermediate mesoderm"
"1839","1839","#1a3f52","Caudal mesoderm"
"1840","1840","#1a3f52","Caudal mesoderm"
"1841","1841","#45d1c5","Lateral & intermediate mesoderm"
"1842","1842","#DFCDE4","Late nascent mesoderm"
"1843","1843","#1a3f52","Caudal mesoderm"
"1844","1844","#1a3f52","Caudal mesoderm"
"1845","1845","#1a3f52","Caudal mesoderm"
"1846","1846","#45d1c5","Lateral & intermediate mesoderm"
"1847","1847","#DFCDE4","Late nascent mesoderm"
"1848","1848","#45d1c5","Lateral & intermediate mesoderm"
"1849","1849","#9e6762","Caudal epiblast"
"1850","1850","#45d1c5","Lateral & intermediate mesoderm"
"1851","1851","#DFCDE4","Late nascent mesoderm"
"1852","1852","#1a3f52","Caudal mesoderm"
"1853","1853","#1a3f52","Caudal mesoderm"
"1854","1854","#1a3f52","Caudal mesoderm"
"1855","1855","#1a3f52","Caudal mesoderm"
"1856","1856","#9e6762","Caudal epiblast"
"1857","1857","#DFCDE4","Late nascent mesoderm"
"1858","1858","#45d1c5","Lateral & intermediate mesoderm"
"1859","1859","#45d1c5","Lateral & intermediate mesoderm"
"1860","1860","#703C37","Tail bud - mesoderm"
"1861","1861","#1a3f52","Caudal mesoderm"
"1862","1862","#1a3f52","Caudal mesoderm"
"1863","1863","#8e7e59","Tail bud - neural"
"1864","1864","#8e7e59","Tail bud - neural"
"1865","1865","#45d1c5","Lateral & intermediate mesoderm"
"1866","1866","#A8DBF7","Presomitic mesoderm"
"1867","1867","#DFCDE4","Late nascent mesoderm"
"1868","1868","#DFCDE4","Late nascent mesoderm"
"1869","1869","#DFCDE4","Late nascent mesoderm"
"1870","1870","#8e7e59","Tail bud - neural"
"1871","1871","#8e7e59","Tail bud - neural"
"1872","1872","#DFCDE4","Late nascent mesoderm"
"1873","1873","#9e6762","Caudal epiblast"
"1874","1874","#9e6762","Caudal epiblast"
"1875","1875","#8e7e59","Tail bud - neural"
"1876","1876","#45d1c5","Lateral & intermediate mesoderm"
"1877","1877","#408DA1","Paraxial mesoderm"
"1878","1878","#DFCDE4","Late nascent mesoderm"
"1879","1879","#1a3f52","Caudal mesoderm"
"1880","1880","#9e6762","Caudal epiblast"
"1881","1881","#ffd854","Chorion progenitors"
"1882","1882","#ffd854","Chorion progenitors"
"1883","1883","#879E86","Neural plate boundary"
"1884","1884","#c19f70","Anterior Primitive Streak"
"1885","1885","#8870ad","ExE mesoderm"
"1886","1886","#53f1fc","Cardiopharyngeal mesoderm"
"1887","1887","#cc7818","Amnion/Chorion progenitor"
"1888","1888","#649146","Rostral neural plate"
"1889","1889","#8DB5CE","Rostral mesoderm"
"1890","1890","#8870ad","ExE mesoderm"
"1891","1891","#8870ad","ExE mesoderm"
"1892","1892","#647A4F","Forebrain/Midbrain/Hindbrain"
"1893","1893","#67000d","TGC progenitors"
"1894","1894","#C72228","Erythroid 1"
"1895","1895","#90BF75","Definitive ectoderm"
"1896","1896","#ffd854","Chorion progenitors"
"1897","1897","#d6616b","EPC progenitors"
"1898","1898","#1a3f52","Caudal mesoderm"
"1899","1899","#D96B2B","Erythroid 2"
"1900","1900","#cc7818","Amnion/Chorion progenitor"
"1901","1901","#EF5A9D","Gut"
"1902","1902","#A8DBF7","Presomitic mesoderm"
"1903","1903","#ffd854","Chorion progenitors"
"1904","1904","#ffad1e","Chorion"
"1905","1905","#DFCDE4","Late nascent mesoderm"
"1906","1906","#67000d","TGC progenitors"
"1907","1907","#ffd854","Chorion progenitors"
"1908","1908","#FBBE92","Haematoendothelial progenitors"
"1909","1909","#7F6874","ExE visceral endoderm"
"1910","1910","#DABE99","Primitive streak"
"1911","1911","#DFCDE4","Late nascent mesoderm"
"1912","1912","#cc7818","Amnion/Chorion progenitor"
"1913","1913","#ffd854","Chorion progenitors"
"1914","1914","#b2b2b2","TSC2"
"1915","1915","#354E23","Caudal neural plate"
"1916","1916","#FBBE92","Haematoendothelial progenitors"
"1917","1917","#354E23","Caudal neural plate"
"1918","1918","#D96B2B","Erythroid 2"
"1919","1919","#7F6874","ExE visceral endoderm"
"1920","1920","#354E23","Caudal neural plate"
"1921","1921","gray80","(Missing)"
"1922","1922","#408DA1","Paraxial mesoderm"
"1923","1923","#408DA1","Paraxial mesoderm"
"1924","1924","#703C37","Tail bud - mesoderm"
"1925","1925","#FBBE92","Haematoendothelial progenitors"
"1926","1926","gray80","(Missing)"
"1927","1927","#ffd854","Chorion progenitors"
"1928","1928","#C72228","Erythroid 1"
"1929","1929","#9e6762","Caudal epiblast"
"1930","1930","#C3C388","Neural crest"
"1931","1931","#532C8A","Allantois"
"1932","1932","#D96B2B","Erythroid 2"
"1933","1933","#408DA1","Paraxial mesoderm"
"1934","1934","#B51D8D","Cardiomyocytes"
"1935","1935","#1a3f52","Caudal mesoderm"
"1936","1936","#824A09","Amnion/Chorion"
"1937","1937","#ffd854","Chorion progenitors"
"1938","1938","#53f1fc","Cardiopharyngeal mesoderm"
"1939","1939","#ffd854","Chorion progenitors"
"1940","1940","#649146","Rostral neural plate"
"1941","1941","#8870ad","ExE mesoderm"
"1942","1942","#ffd854","Chorion progenitors"
"1943","1943","#ffd854","Chorion progenitors"
"1944","1944","#C594BF","Early nascent mesoderm"
"1945","1945","#8870ad","ExE mesoderm"
"1946","1946","#ffd854","Chorion progenitors"
"1947","1947","#635547","Epiblast"
"1948","1948","#BA9BA1","Visceral endoderm - anterior"
"1949","1949","#DABE99","Primitive streak"
"1950","1950","#FF5608","Erythroid 3"
"1951","1951","#1A1A1A","Parietal endoderm"
"1952","1952","#635547","Epiblast"
"1953","1953","#1A1A1A","Parietal endoderm"
"1954","1954","#90BF75","Definitive ectoderm"
"1955","1955","#FF5608","Erythroid 3"
"1956","1956","#1A1A1A","Parietal endoderm"
"1957","1957","#FF5608","Erythroid 3"
"1958","1958","#D96B2B","Erythroid 2"
"1959","1959","#67000d","TGC progenitors"
"1960","1960","#67000d","TGC progenitors"
"1961","1961","#67000d","TGC progenitors"
